,0
0,0.30635435355676366
1,0.0006355391051167014
2,0.5786964048686374
3,0.022326402877476764
4,0.02212547659004426
5,0.00026246038715532137
6,0.022326501917827517
7,0.5258387740694612
8,0.1157110346174192
9,0.0011642357645851257
