,0
0,1.187305012390254e-13
1,2.0245503749696336e-07
2,0.8539862286710648
3,0.05810250223102982
4,0.08299086535895066
5,5.505580715006117e-05
6,0.4736937700295878
7,0.12105952355486788
8,0.006105179652723646
9,0.0007862385334218155
