,0,1,2,3,4
0,0.002240000292658806,0.004333333112299442,0.0037155556492507458,0.0037333332002162933,0.00411555590108037
1,0.0018461530562490225,0.0019200005335733294,0.0018823530990630388,0.0016666663577780128,0.0018888881895691156
2,0.0012800003169104457,0.0012592588318511844,0.0012222236255183816,0.0012307686265558004,0.0012380963889881968
3,0.0009600002667866647,0.0009777789236977696,0.0011785728856921196,0.0009642855147831142,0.0009629626874811947
4,0.0007680014823563397,0.0007777790888212621,1.9550323582251394e-09,0.0007636372465640306,0.0007652172935195267
5,0.0006500013405457139,0.0006419775309041142,1.748402866930121e-09,0.0006444478640332818,0.0006388903711922467
6,0.0005555600509978831,0.0005555573734454811,0.0005555578391067684,0.0005546236061491072,0.000550268217921257
7,0.000490571663249284,0.00048571961815468967,0.0004891364369541407,0.0004883818910457194,0.0004893651930615306
8,0.0004345765628386289,0.000435734138591215,0.00043519315659068525,0.0004343489417806268,0.0004333383112680167
9,6.639957472742708e-09,0.00039546488551422954,0.0005391354789026082,0.0003926000208593905,0.0003923100885003805
