,0,1,2,3,4
0,0.3600600063800812,0.3459133207798004,0.4082590341567993,0.43711236119270325,0.3691733479499817
1,0.45764389634132385,0.46288225054740906,0.44099828600883484,0.47964444756507874,0.5251985192298889
2,0.49268123507499695,0.5410647988319397,0.5306885838508606,0.5260294079780579,0.5150240659713745
3,0.5311163067817688,0.545576810836792,0.552421510219574,0.5454335808753967,0.5372884273529053
4,0.5703310370445251,0.5661879181861877,0.580086886882782,0.554349422454834,0.5773701071739197
5,0.571570634841919,0.5509447455406189,0.5831485390663147,0.5948460102081299,0.567746639251709
6,0.5993253588676453,0.5872359275817871,0.5902431607246399,0.5781790018081665,0.5787699818611145
7,0.593899667263031,0.5776905417442322,0.5889115333557129,0.6015132665634155,0.5879244208335876
8,0.613564133644104,0.602767825126648,0.6031063199043274,0.5884889364242554,0.5982323884963989
9,0.5902163982391357,0.6071035861968994,0.5947596430778503,0.6025561690330505,0.6076781153678894
