,0,1,2,3,4
0,0.29157334566116333,0.29059332609176636,0.2948104441165924,0.3004933297634125,0.32328951358795166
1,0.4140721559524536,0.39706793427467346,0.40154731273651123,0.3669760227203369,0.4064314365386963
2,0.4666661024093628,0.4662712514400482,0.4903952181339264,0.47544237971305847,0.4623697102069855
3,0.4923037588596344,0.4934437870979309,0.5011672377586365,0.5024771094322205,0.5028327107429504
4,0.5298407077789307,0.5312773585319519,0.5165480971336365,0.5356190800666809,0.5265976786613464
5,0.5487356781959534,0.5403348207473755,0.5417368412017822,0.5391125082969666,0.5373954176902771
6,0.5750502347946167,0.5518595576286316,0.5690841674804688,0.5473324060440063,0.56060791015625
7,0.5748714804649353,0.5467774868011475,0.5771312117576599,0.5602385997772217,0.5722918510437012
8,0.5950107574462891,0.5699536800384521,0.5976002812385559,0.5835089087486267,0.5539122223854065
9,0.5952669978141785,0.5951324701309204,0.5870091915130615,0.5776157379150391,0.5945116281509399
