,0,1,2,3,4
0,0.5613579154014587,0.5508178472518921,0.5900583267211914,0.5734222531318665,0.5561863780021667
1,0.6335611939430237,0.6375004053115845,0.6121929883956909,0.6279544234275818,0.616538405418396
2,0.6501562595367432,0.6464415788650513,0.6521651148796082,0.6481830477714539,0.6680483222007751
3,0.663346529006958,0.6619918346405029,0.6627394556999207,0.6710313558578491,0.6691104769706726
4,0.6643725633621216,0.6676514148712158,0.6755690574645996,0.6570577025413513,0.6689265966415405
5,0.6687220931053162,0.6644486784934998,0.6705780625343323,0.6671944260597229,0.6611254811286926
6,0.6689044237136841,0.6686733365058899,0.6714453101158142,0.6731649041175842,0.6688621640205383
7,0.6729127168655396,0.6710477471351624,0.6721899509429932,0.6730427145957947,0.6767415404319763
8,0.6742121577262878,0.6739219427108765,0.6751893162727356,0.6748030781745911,0.6775800585746765
9,0.6799425482749939,0.6752966046333313,0.6738584041595459,0.6754494905471802,0.6813526749610901
