,0,1,2,3,4
0,-0.9962733387947083,-0.9974599480628967,-0.9949399828910828,-0.9967799782752991,-0.998479962348938
1,-0.999072253704071,-0.9987899661064148,-0.9989733099937439,-0.9986599683761597,-0.9988937973976135
2,-0.9989044666290283,-0.9990659356117249,-0.9995599985122681,-0.9988768696784973,-0.999315619468689
3,-0.9991350173950195,-0.9992680549621582,-0.999459981918335,-0.9992650151252747,-0.9991282820701599
4,-0.9994730353355408,-0.9994320273399353,-0.9994973540306091,-0.9995230436325073,-0.9994519352912903
5,-0.9994680881500244,-0.9995484352111816,-0.9995899796485901,-0.9996193051338196,-0.999463677406311
6,-0.9993416666984558,-0.9995970726013184,-0.9995799660682678,-0.999613344669342,-0.9995539784431458
7,-0.9996750354766846,-0.9996224641799927,-0.9995625019073486,-0.9995597004890442,-0.9996485114097595
8,-0.9996488690376282,-0.9996729493141174,-0.9995980858802795,-0.9996548295021057,-0.9995489120483398
9,-0.9995761513710022,-0.9996198415756226,-0.9996542930603027,-0.9996471405029297,-0.9995937347412109
