,0,1,2,3,4
0,0.9536799788475037,0.9516700506210327,0.9434933662414551,0.9462400078773499,0.9672799706459045
1,0.9562267065048218,0.9769600033760071,0.9667410850524902,0.972873330116272,0.9706044793128967
2,0.9591980576515198,0.9684617519378662,0.9621082544326782,0.9639289379119873,0.9637333750724792
3,0.9630400538444519,0.9635708332061768,0.9679363965988159,0.9707841873168945,0.961441159248352
4,0.9684253931045532,0.9709394574165344,0.966266393661499,0.9725745916366577,0.9695624709129333
5,0.9659793972969055,0.9641333222389221,0.9683314561843872,0.9663400053977966,0.9658417105674744
6,0.9709981083869934,0.9708693027496338,0.9629713892936707,0.9654079079627991,0.9637033939361572
7,0.9641739726066589,0.9676164388656616,0.9721805453300476,0.9695200324058533,0.9673066735267639
8,0.9630991816520691,0.965495228767395,0.9642651677131653,0.9663099050521851,0.9667373895645142
9,0.9680931568145752,0.9694802761077881,0.9704227447509766,0.96797776222229,0.9705263376235962
